sp	name	type	source	subtype
eco	B1825	phage	phast	incomplete
eco	B1826	phage	phast	incomplete
eco	B4536	phage	phast	incomplete
eco	B1827	phage	phast	incomplete
eco	B1828	phage	phast	incomplete
eco	B1829	phage	phast	incomplete
eco	B1830	phage	phast	incomplete
eco	B1831	phage	phast	incomplete
eco	B1832	phage	phast	incomplete
eco	B1833	phage	phast	incomplete
eco	B1854	phage	phast	incomplete
eco	B1855	phage	phast	incomplete
eco	B1856	phage	phast	incomplete
eco	B1857	phage	phast	incomplete
eco	B1858	phage	phast	incomplete
eco	B1859	phage	phast	incomplete
eco	B1860	phage	phast	incomplete
eco	B1861	phage	phast	incomplete
eco	B4677	phage	phast	incomplete
eco	B1862	phage	phast	incomplete
eco	B1863	phage	phast	incomplete
eco	B1864	phage	phast	incomplete
eco	B1865	phage	phast	incomplete
eco	B1866	phage	phast	incomplete
eco	PS2515	phage	phast	incomplete
eco	B1867	phage	phast	incomplete
eco	B1868	phage	phast	incomplete
eco	B1869	phage	phast	incomplete
eco	B1870	phage	phast	incomplete
eco	B1871	phage	phast	incomplete
eco	B1872	phage	phast	incomplete
eco	B4582	phage	phast	incomplete
eco	B1999	phage	phast	incomplete
eco	MR96	phage	phast	incomplete
eco	B2000	phage	phast	incomplete
eco	B4435	phage	phast	incomplete
eco	B2001	phage	phast	incomplete
eco	B2002	phage	phast	incomplete
eco	B2003	phage	phast	incomplete
eco	B2004	phage	phast	incomplete
eco	B2005	phage	phast	incomplete
eco	PS2699	phage	phast	incomplete
eco	B2007	phage	phast	incomplete
eco	B2008	phage	phast	incomplete
eco	B2006	phage	phast	incomplete
eco	B2299	phage	phast	incomplete
eco	B2300	phage	phast	incomplete
eco	B2301	phage	phast	incomplete
eco	B2302	phage	phast	incomplete
eco	B2303	phage	phast	incomplete
eco	B2304	phage	phast	incomplete
eco	B2305	phage	phast	incomplete
eco	B2306	phage	phast	incomplete
eco	B2307	phage	phast	incomplete
eco	B2308	phage	phast	incomplete
eco	B2309	phage	phast	incomplete
eco	B2310	phage	phast	incomplete
eco	B2311	phage	phast	incomplete
eco	B2312	phage	phast	incomplete
eco	B2313	phage	phast	incomplete
eco	B2314	phage	phast	incomplete
eco	B2315	phage	phast	incomplete
eco	B2316	phage	phast	incomplete
eco	B2317	phage	phast	incomplete
eco	B2318	phage	phast	incomplete
eco	B2319	phage	phast	incomplete
eco	PS3134	phage	phast	incomplete
eco	B2320	phage	phast	incomplete
eco	B2321	phage	phast	incomplete
eco	B2322	phage	phast	incomplete
eco	B2323	phage	phast	incomplete
eco	B2324	phage	phast	incomplete
eco	B2344	phage	phast	incomplete
eco	B2345	phage	phast	incomplete
eco	B2346	phage	phast	incomplete
eco	B2347	phage	phast	incomplete
eco	TR22	phage	phast	incomplete
eco	B2349	phage	phast	incomplete
eco	B2350	phage	phast	incomplete
eco	B2351	phage	phast	incomplete
eco	B2348	phage	phast	incomplete
eco	B2352	phage	phast	incomplete
eco	B2353	phage	phast	incomplete
eco	B2354	phage	phast	incomplete
eco	B2355	phage	phast	incomplete
eco	PL2243	phage	phast	incomplete
eco	B2357	phage	phast	incomplete
eco	B2358	phage	phast	incomplete
eco	PL2246	phage	phast	incomplete
eco	B2359	phage	phast	incomplete
eco	B2360	phage	phast	incomplete
eco	B2356	phage	phast	incomplete
eco	B2361	phage	phast	incomplete
eco	B2362	phage	phast	incomplete
eco	B2363	phage	phast	incomplete
eco	B4501	phage	phast	incomplete
eco	B2364	phage	phast	incomplete
eco	B2365	phage	phast	incomplete
eco	B4545	phage	phast	incomplete
eco	B4643	phage	phast	incomplete
eco	B2366	phage	phast	incomplete
eco	B2367	phage	phast	incomplete
eco	B2368	phage	phast	incomplete
eco	B2411	phage	phast	incomplete
eco	B2412	phage	phast	incomplete
eco	B2413	phage	phast	incomplete
eco	B2414	phage	phast	incomplete
eco	PS3261	phage	phast	incomplete
eco	B2415	phage	phast	incomplete
eco	B2416	phage	phast	incomplete
eco	B2417	phage	phast	incomplete
eco	B2418	phage	phast	incomplete
eco	B2419	phage	phast	incomplete
eco	B2420	phage	phast	incomplete
eco	B2421	phage	phast	incomplete
eco	B2422	phage	phast	incomplete
eco	B2423	phage	phast	incomplete
eco	B2424	phage	phast	incomplete
eco	B2425	phage	phast	incomplete
eco	B2426	phage	phast	incomplete
eco	B2427	phage	phast	incomplete
eco	B2428	phage	phast	incomplete
eco	B2429	phage	phast	incomplete
eco	B2430	phage	phast	incomplete
eco	B2431	phage	phast	incomplete
eco	B2432	phage	phast	incomplete
eco	B2433	phage	phast	incomplete
eco	B2434	phage	phast	incomplete
eco	B2435	phage	phast	incomplete
eco	B2436	phage	phast	incomplete
eco	B2437	phage	phast	incomplete
eco	B2438	phage	phast	incomplete
eco	B2439	phage	phast	incomplete
eco	B2440	phage	phast	incomplete
eco	B2441	phage	phast	incomplete
eco	B2442	phage	phast	incomplete
eco	B2443	phage	phast	incomplete
eco	B2444	phage	phast	incomplete
eco	B2445	phage	phast	incomplete
eco	B2446	phage	phast	incomplete
eco	B2447	phage	phast	incomplete
eco	B2448	phage	phast	incomplete
eco	B2449	phage	phast	incomplete
eco	B2450	phage	phast	incomplete
eco	B2451	phage	phast	incomplete
eco	B2452	phage	phast	incomplete
eco	B2453	phage	phast	incomplete
eco	B2454	phage	phast	incomplete
eco	B2455	phage	phast	incomplete
eco	B2456	phage	phast	incomplete
eco	B2457	phage	phast	incomplete
eco	B2458	phage	phast	incomplete
eco	B2459	phage	phast	incomplete
eco	B2460	phage	phast	incomplete
eco	B2461	phage	phast	incomplete
eco	B2462	phage	phast	incomplete
eco	B2463	phage	phast	incomplete
eco	B2464	phage	phast	incomplete
eco	B2465	phage	phast	incomplete
eco	B2466	phage	phast	incomplete
eco	B2467	phage	phast	incomplete
eco	B2468	phage	phast	incomplete
eco	B2559	phage	phast	incomplete
eco	B2560	phage	phast	incomplete
eco	B2561	phage	phast	incomplete
eco	B2562	phage	phast	incomplete
eco	B4687	phage	phast	incomplete
eco	B2563	phage	phast	incomplete
eco	B2564	phage	phast	incomplete
eco	B2565	phage	phast	incomplete
eco	B2566	phage	phast	incomplete
eco	B4608	phage	phast	incomplete
eco	B2567	phage	phast	incomplete
eco	B2568	phage	phast	incomplete
eco	B2569	phage	phast	incomplete
eco	B2570	phage	phast	incomplete
eco	B2571	phage	phast	incomplete
eco	B2572	phage	phast	incomplete
eco	B2573	phage	phast	incomplete
eco	B2574	phage	phast	incomplete
eco	PL2509	phage	phast	incomplete
eco	B2641	phage	phast	incomplete
eco	PL2511	phage	phast	incomplete
eco	B2650	phage	phast	incomplete
eco	PL2520	phage	phast	incomplete
eco	PS3557	phage	phast	incomplete
eco	B2648	phage	phast	incomplete
eco	PS3559	phage	phast	incomplete
eco	B2611	phage	phast	incomplete
eco	B2636	phage	phast	incomplete
eco	B2605	phage	phast	incomplete
eco	B2604	phage	phast	incomplete
eco	B2624	phage	phast	incomplete
eco	B2623	phage	phast	incomplete
eco	B2634	phage	phast	incomplete
eco	B2607	phage	phast	incomplete
eco	B2606	phage	phast	incomplete
eco	B2643	phage	phast	incomplete
eco	B2618	phage	phast	incomplete
eco	B2617	phage	phast	incomplete
eco	B2620	phage	phast	incomplete
eco	B2622	phage	phast	incomplete
eco	B2625	phage	phast	incomplete
eco	B2615	phage	phast	incomplete
eco	B2633	phage	phast	incomplete
eco	ST2473	phage	phast	incomplete
eco	B2619	phage	phast	incomplete
eco	B4461	phage	phast	incomplete
eco	B2646	phage	phast	incomplete
eco	B2645	phage	phast	incomplete
eco	B2629	phage	phast	incomplete
eco	B2608	phage	phast	incomplete
eco	B2603	phage	phast	incomplete
eco	B2644	phage	phast	incomplete
eco	B2627	phage	phast	incomplete
eco	B2631	phage	phast	incomplete
eco	B2635	phage	phast	incomplete
eco	B2632	phage	phast	incomplete
eco	B2614	phage	phast	incomplete
eco	B2610	phage	phast	incomplete
eco	B2609	phage	phast	incomplete
eco	B2647	phage	phast	incomplete
eco	B2637	phage	phast	incomplete
eco	B2630	phage	phast	incomplete
eco	B2616	phage	phast	incomplete
eco	B2628	phage	phast	incomplete
eco	B2642	phage	phast	incomplete
eco	B2626	phage	phast	incomplete
eco	B2638	phage	phast	incomplete
eco	B4548	phage	phast	incomplete
eco	B4644	phage	phast	incomplete
eco	MR89	phage	phast	incomplete
eco	B2621	phage	phast	incomplete
eco	B4645	phage	phast	incomplete
eco	PL2543	phage	phast	incomplete
eco	B2681	phage	phast	incomplete
eco	PS3598	phage	phast	incomplete
eco	PS3606	phage	phast	incomplete
eco	PS3617	phage	phast	incomplete
eco	B2684	phage	phast	incomplete
eco	B2701	phage	phast	incomplete
eco	B2675	phage	phast	incomplete
eco	B2688	phage	phast	incomplete
eco	B2686	phage	phast	incomplete
eco	B2685	phage	phast	incomplete
eco	B2697	phage	phast	incomplete
eco	B2677	phage	phast	incomplete
eco	B2702	phage	phast	incomplete
eco	B2682	phage	phast	incomplete
eco	B2700	phage	phast	incomplete
eco	ST3015	phage	phast	incomplete
eco	B2699	phage	phast	incomplete
eco	B2683	phage	phast	incomplete
eco	B2687	phage	phast	incomplete
eco	B2679	phage	phast	incomplete
eco	B2698	phage	phast	incomplete
eco	B2696	phage	phast	incomplete
eco	B2676	phage	phast	incomplete
eco	B2690	phage	phast	incomplete
eco	B2689	phage	phast	incomplete
eco	B2678	phage	phast	incomplete
eco	B4442	phage	phast	incomplete
eco	TR63	phage	phast	incomplete
eco	TR64	phage	phast	incomplete
eco	TR65	phage	phast	incomplete
eco	TR66	phage	phast	incomplete
eco	TR67	phage	phast	incomplete
eco	B2691	phage	phast	incomplete
eco	B2692	phage	phast	incomplete
eco	B2693	phage	phast	incomplete
eco	B2694	phage	phast	incomplete
eco	B2695	phage	phast	incomplete
eco	B2891	phage	phast	questionable
eco	B4665	phage	phast	questionable
eco	B2891-2	phage	phast	questionable
eco	B2915	phage	phast	questionable
eco	PS3885	phage	phast	questionable
eco	PS3893	phage	phast	questionable
eco	PS3904	phage	phast	questionable
eco	PS3913	phage	phast	questionable
eco	PS3934	phage	phast	questionable
eco	PS3948	phage	phast	questionable
eco	PS3971	phage	phast	questionable
eco	B2881	phage	phast	questionable
eco	B2925	phage	phast	questionable
eco	B2948	phage	phast	questionable
eco	B2869	phage	phast	questionable
eco	B2920	phage	phast	questionable
eco	B2954	phage	phast	questionable
eco	B2919	phage	phast	questionable
eco	B2952	phage	phast	questionable
eco	B2907	phage	phast	questionable
eco	B2933	phage	phast	questionable
eco	B2898	phage	phast	questionable
eco	B2961	phage	phast	questionable
eco	B2904	phage	phast	questionable
eco	B2871	phage	phast	questionable
eco	B2906	phage	phast	questionable
eco	B4684	phage	phast	questionable
eco	B2936	phage	phast	questionable
eco	B2908	phage	phast	questionable
eco	B2888	phage	phast	questionable
eco	B2909	phage	phast	questionable
eco	B2921	phage	phast	questionable
eco	B2949	phage	phast	questionable
eco	B2866	phage	phast	questionable
eco	B2872	phage	phast	questionable
eco	B2893	phage	phast	questionable
eco	B2918	phage	phast	questionable
eco	B2957	phage	phast	questionable
eco	B2886	phage	phast	questionable
eco	B2923	phage	phast	questionable
eco	B2953	phage	phast	questionable
eco	B2945	phage	phast	questionable
eco	B2960	phage	phast	questionable
eco	B2951	phage	phast	questionable
eco	B2944	phage	phast	questionable
eco	B2955	phage	phast	questionable
eco	B2935	phage	phast	questionable
eco	B2890	phage	phast	questionable
eco	B2958	phage	phast	questionable
eco	B2959	phage	phast	questionable
eco	B2887	phage	phast	questionable
eco	B2868	phage	phast	questionable
eco	B2924	phage	phast	questionable
eco	B2947	phage	phast	questionable
eco	B2922	phage	phast	questionable
eco	B2867	phage	phast	questionable
eco	B2905	phage	phast	questionable
eco	B2914	phage	phast	questionable
eco	B2900	phage	phast	questionable
eco	B2929	phage	phast	questionable
eco	B2946	phage	phast	questionable
eco	B2942	phage	phast	questionable
eco	B2877	phage	phast	questionable
eco	B2930	phage	phast	questionable
eco	B2903	phage	phast	questionable
eco	B2894	phage	phast	questionable
eco	B2926	phage	phast	questionable
eco	B2878	phage	phast	questionable
eco	B2897	phage	phast	questionable
eco	B2950	phage	phast	questionable
eco	B2883	phage	phast	questionable
eco	B2937	phage	phast	questionable
eco	B2917	phage	phast	questionable
eco	B2889	phage	phast	questionable
eco	B2912	phage	phast	questionable
eco	B2875	phage	phast	questionable
eco	B2896	phage	phast	questionable
eco	B2910	phage	phast	questionable
eco	B2916	phage	phast	questionable
eco	B2934	phage	phast	questionable
eco	B2873	phage	phast	questionable
eco	B2899	phage	phast	questionable
eco	B2892	phage	phast	questionable
eco	B4465	phage	phast	questionable
eco	B2956	phage	phast	questionable
eco	B2870	phage	phast	questionable
eco	B2901	phage	phast	questionable
eco	B2928	phage	phast	questionable
eco	B2939	phage	phast	questionable
eco	B2927	phage	phast	questionable
eco	B2882	phage	phast	questionable
eco	B2902	phage	phast	questionable
eco	B2876	phage	phast	questionable
eco	B2895	phage	phast	questionable
eco	B2880	phage	phast	questionable
eco	B2938	phage	phast	questionable
eco	B4464	phage	phast	questionable
eco	B2913	phage	phast	questionable
eco	B2879	phage	phast	questionable
eco	B2874	phage	phast	questionable
eco	B2943	phage	phast	questionable
eco	B2940	phage	phast	questionable
eco	B2911	phage	phast	questionable
eco	B4446	phage	phast	questionable
eco	B3210	phage	phast	incomplete
eco	PS4258	phage	phast	incomplete
eco	PS4263	phage	phast	incomplete
eco	PS4298	phage	phast	incomplete
eco	B3194	phage	phast	incomplete
eco	B3205	phage	phast	incomplete
eco	B3198	phage	phast	incomplete
eco	B3177	phage	phast	incomplete
eco	B3203	phage	phast	incomplete
eco	B3187	phage	phast	incomplete
eco	B3196	phage	phast	incomplete
eco	B3189	phage	phast	incomplete
eco	B3184	phage	phast	incomplete
eco	B3192	phage	phast	incomplete
eco	B3211	phage	phast	incomplete
eco	B3204	phage	phast	incomplete
eco	B3199	phage	phast	incomplete
eco	B3190	phage	phast	incomplete
eco	B3209	phage	phast	incomplete
eco	B3186	phage	phast	incomplete
eco	B3201	phage	phast	incomplete
eco	B3200	phage	phast	incomplete
eco	B3212	phage	phast	incomplete
eco	B3188	phage	phast	incomplete
eco	B3180	phage	phast	incomplete
eco	B3179	phage	phast	incomplete
eco	B3178	phage	phast	incomplete
eco	B3208	phage	phast	incomplete
eco	B3183	phage	phast	incomplete
eco	B3195	phage	phast	incomplete
eco	B3202	phage	phast	incomplete
eco	B3197	phage	phast	incomplete
eco	B3185	phage	phast	incomplete
eco	B3181	phage	phast	incomplete
eco	B3182	phage	phast	incomplete
eco	B3206	phage	phast	incomplete
eco	B3207	phage	phast	incomplete
eco	B3191	phage	phast	incomplete
eco	B3193	phage	phast	incomplete
eco	MR93	phage	phast	incomplete
eco	B4450	phage	phast	incomplete
eco	B3283	phage	phast	incomplete
eco	B3310	phage	phast	incomplete
eco	B3308	phage	phast	incomplete
eco	B3292	phage	phast	incomplete
eco	B3296	phage	phast	incomplete
eco	B3307	phage	phast	incomplete
eco	B3316	phage	phast	incomplete
eco	B3284	phage	phast	incomplete
eco	B3304	phage	phast	incomplete
eco	B3288	phage	phast	incomplete
eco	B3300	phage	phast	incomplete
eco	B3315	phage	phast	incomplete
eco	B3318	phage	phast	incomplete
eco	B3299	phage	phast	incomplete
eco	B3301	phage	phast	incomplete
eco	B3303	phage	phast	incomplete
eco	B3320	phage	phast	incomplete
eco	B3314	phage	phast	incomplete
eco	B4473	phage	phast	incomplete
eco	B3306	phage	phast	incomplete
eco	B3294	phage	phast	incomplete
eco	B3309	phage	phast	incomplete
eco	B3322	phage	phast	incomplete
eco	B3290	phage	phast	incomplete
eco	B3291	phage	phast	incomplete
eco	B3287	phage	phast	incomplete
eco	B3302	phage	phast	incomplete
eco	B3317	phage	phast	incomplete
eco	B3297	phage	phast	incomplete
eco	B3295	phage	phast	incomplete
eco	B3293	phage	phast	incomplete
eco	B3289	phage	phast	incomplete
eco	B3311	phage	phast	incomplete
eco	B3321	phage	phast	incomplete
eco	B3282	phage	phast	incomplete
eco	B3305	phage	phast	incomplete
eco	B3313	phage	phast	incomplete
eco	B3323	phage	phast	incomplete
eco	B3312	phage	phast	incomplete
eco	B3298	phage	phast	incomplete
eco	B3319	phage	phast	incomplete
eco	B4550	phage	phast	incomplete
eco	PS4970	phage	phast	incomplete
eco	PS4981	phage	phast	incomplete
eco	B3745	phage	phast	incomplete
eco	B3738	phage	phast	incomplete
eco	B3726	phage	phast	incomplete
eco	B3742	phage	phast	incomplete
eco	B3734	phage	phast	incomplete
eco	B3737	phage	phast	incomplete
eco	B3730	phage	phast	incomplete
eco	B3733	phage	phast	incomplete
eco	B3746	phage	phast	incomplete
eco	B3725	phage	phast	incomplete
eco	B3735	phage	phast	incomplete
eco	B3732	phage	phast	incomplete
eco	B3736	phage	phast	incomplete
eco	B3727	phage	phast	incomplete
eco	B3731	phage	phast	incomplete
eco	B3728	phage	phast	incomplete
eco	B3722	phage	phast	incomplete
eco	B3729	phage	phast	incomplete
eco	B3743	phage	phast	incomplete
eco	B3723	phage	phast	incomplete
eco	B3739	phage	phast	incomplete
eco	B3744	phage	phast	incomplete
eco	B3724	phage	phast	incomplete
eco	B3741	phage	phast	incomplete
eco	B3740	phage	phast	incomplete
eco	B3747	phage	phast	incomplete
eco	B4670	phage	phast	incomplete
eco	PS5570	phage	phast	incomplete
eco	B4180	phage	phast	incomplete
eco	B4178	phage	phast	incomplete
eco	B4172	phage	phast	incomplete
eco	B4169	phage	phast	incomplete
eco	B4177	phage	phast	incomplete
eco	B4162	phage	phast	incomplete
eco	B4173	phage	phast	incomplete
eco	B4158	phage	phast	incomplete
eco	B4168	phage	phast	incomplete
eco	B4161	phage	phast	incomplete
eco	B4159	phage	phast	incomplete
eco	B4170	phage	phast	incomplete
eco	B4176	phage	phast	incomplete
eco	B4160	phage	phast	incomplete
eco	B4157	phage	phast	incomplete
eco	B4156	phage	phast	incomplete
eco	B4167	phage	phast	incomplete
eco	B4166	phage	phast	incomplete
eco	B4181	phage	phast	incomplete
eco	B4182	phage	phast	incomplete
eco	B4174	phage	phast	incomplete
eco	B4171	phage	phast	incomplete
eco	B4179	phage	phast	incomplete
eco	B4175	phage	phast	incomplete
eco	TR48	phage	phast	incomplete
eco	TR49	phage	phast	incomplete
eco	TR50	phage	phast	incomplete
eco	B4163	phage	phast	incomplete
eco	B4164	phage	phast	incomplete
eco	B4165	phage	phast	incomplete
eco	B4294	phage	phast	incomplete
eco	PL4054	phage	phast	incomplete
eco	B4286	phage	phast	incomplete
eco	PL4063	phage	phast	incomplete
eco	B4576	phage	phast	incomplete
eco	PL4081	phage	phast	incomplete
eco	B4308	phage	phast	incomplete
eco	PS5715	phage	phast	incomplete
eco	PS5728	phage	phast	incomplete
eco	PS5746	phage	phast	incomplete
eco	B4657	phage	phast	incomplete
eco	PS5753	phage	phast	incomplete
eco	PS5764	phage	phast	incomplete
eco	B4298	phage	phast	incomplete
eco	B4312	phage	phast	incomplete
eco	B4313	phage	phast	incomplete
eco	B4299	phage	phast	incomplete
eco	B4301	phage	phast	incomplete
eco	B4300	phage	phast	incomplete
eco	B4302	phage	phast	incomplete
eco	B4306	phage	phast	incomplete
eco	B4295	phage	phast	incomplete
eco	B4309	phage	phast	incomplete
eco	B4566	phage	phast	incomplete
eco	B4291	phage	phast	incomplete
eco	B4305	phage	phast	incomplete
eco	B4315	phage	phast	incomplete
eco	B4296	phage	phast	incomplete
eco	B4314	phage	phast	incomplete
eco	B4297	phage	phast	incomplete
eco	B4310	phage	phast	incomplete
eco	B4311	phage	phast	incomplete
eco	B4288	phage	phast	incomplete
eco	B4289	phage	phast	incomplete
eco	B4290	phage	phast	incomplete
eco	B4292	phage	phast	incomplete
eco	B4293	phage	phast	incomplete
eco	B4287	phage	phast	incomplete
eco	B4304	phage	phast	incomplete
eco	B4317	phage	phast	incomplete
eco	B4565	phage	phast	incomplete
eco	B4316	phage	phast	incomplete
eco	B4303	phage	phast	incomplete
eco	B4307	phage	phast	incomplete
eco	B4561	phage	phast	incomplete
eco	B4623	phage	phast	incomplete
eco	B4656	phage	phast	incomplete
eco	B4624	phage	phast	incomplete
eco	B0016	IS	ISEScan	IS4
eco	B0021	IS	ISEScan	IS1
eco	B0022	IS	ISEScan	IS1
eco	PL121	IS	ISEScan	ISNCY
eco	B0132	IS	ISEScan	ISNCY
eco	PL239	IS	ISEScan	IS3
eco	B0256	IS	ISEScan	IS3
eco	B4587	IS	ISEScan	IS3
eco	PS320	IS	ISEScan	IS3
eco	PS321	IS	ISEScan	IS3
eco	PL242	IS	ISEScan	IS5
eco	B0258	IS	ISEScan	IS5
eco	ST2337	IS	ISEScan	IS5
eco	B0259	IS	ISEScan	IS5
eco	B0263	IS	ISEScan	IS1
eco	B0264	IS	ISEScan	IS1
eco	B0265	IS	ISEScan	IS1
eco	B4708	IS	ISEScan	IS481
eco	B0267	IS	ISEScan	IS481
eco	B4505	IS	ISEScan	IS481
eco	B0266	IS	ISEScan	IS481
eco	ST849	IS	ISEScan	IS1
eco	B0274	IS	ISEScan	IS1
eco	B0275	IS	ISEScan	IS1
eco	B4688	IS	ISEScan	IS1
eco	PL278	IS	ISEScan	IS3
eco	B0297	IS	ISEScan	IS3
eco	B0298	IS	ISEScan	IS3
eco	B0299	IS	ISEScan	IS3
eco	B4579	IS	ISEScan	IS3
eco	B0360	IS	ISEScan	IS3
eco	PL337	IS	ISEScan	IS3
eco	B0361	IS	ISEScan	IS3
eco	PL347	IS	ISEScan	IS3
eco	B0372	IS	ISEScan	IS3
eco	B0373	IS	ISEScan	IS3
eco	B4633	IS	ISEScan	IS3
eco	B0540	IS	ISEScan	IS3
eco	B0541	IS	ISEScan	IS3
eco	B0542	IS	ISEScan	IS3
eco	B0552	IS	ISEScan	IS5
eco	B0553	IS	ISEScan	IS5
eco	PL522	IS	ISEScan	IS5
eco	B0582	IS	ISEScan	IS4
eco	B4700	IS	ISEScan	IS4
eco	B0656	IS	ISEScan	IS5
eco	PL662	IS	ISEScan	ISAS1
eco	PL662	IS	ISEScan	ISAS1
eco	B0705	IS	ISEScan	ISAS1
eco	B4514	IS	ISEScan	ISAS1
eco	B0706	IS	ISEScan	ISAS1
eco	B4516	IS	ISEScan	IS1
eco	B0988	IS	ISEScan	IS1
eco	B1026	IS	ISEScan	IS3
eco	B1027	IS	ISEScan	IS3
eco	B1331	IS	ISEScan	IS5
eco	B1360	IS	ISEScan	IS21
eco	ST3945	IS	ISEScan	IS21
eco	B1366	IS	ISEScan	IS5
eco	B1370	IS	ISEScan	IS5
eco	B1368	IS	ISEScan	IS5
eco	B4570	IS	ISEScan	IS5
eco	PL1330	IS	ISEScan	IS3
eco	B1402	IS	ISEScan	IS3
eco	B1403	IS	ISEScan	IS3
eco	PL1332	IS	ISEScan	IS3
eco	B1404	IS	ISEScan	IS3
eco	PS1896	IS	ISEScan	IS200/IS605
eco	B1432	IS	ISEScan	IS200/IS605
eco	B1457	IS	ISEScan	ISAS1
eco	PL1384	IS	ISEScan	ISAS1
eco	B1460	IS	ISEScan	ISAS1
eco	B1459	IS	ISEScan	ISAS1
eco	PL1491	IS	ISEScan	IS3
eco	B1578	IS	ISEScan	IS3
eco	B1574	IS	ISEScan	IS3
eco	B1579	IS	ISEScan	IS3
eco	B1893	IS	ISEScan	IS1
eco	B1894	IS	ISEScan	IS1
eco	B1994	IS	ISEScan	IS5
eco	B1996	IS	ISEScan	IS3
eco	B4640	IS	ISEScan	IS3
eco	B1997	IS	ISEScan	IS3
eco	PL1889	IS	ISEScan	IS3
eco	B4641	IS	ISEScan	IS3
eco	B2030	IS	ISEScan	IS5
eco	PL1922	IS	ISEScan	IS5
eco	B2088	IS	ISEScan	IS3
eco	B2089	IS	ISEScan	IS3
eco	ST1332	IS	ISEScan	IS5
eco	B2192	IS	ISEScan	IS5
eco	B2243	IS	ISEScan	ISNCY
eco	PS3031	IS	ISEScan	ISNCY
eco	B2244	IS	ISEScan	ISNCY
eco	B4543	IS	ISEScan	ISNCY
eco	B2304	IS	ISEScan	ISNCY
eco	B2305	IS	ISEScan	ISNCY
eco	B2306	IS	ISEScan	ISNCY
eco	B2394	IS	ISEScan	IS4
eco	B2861	IS	ISEScan	IS3
eco	PL2712	IS	ISEScan	IS3
eco	B2860	IS	ISEScan	IS3
eco	B2854	IS	ISEScan	IS3
eco	B2856	IS	ISEScan	IS3
eco	B2981	IS	ISEScan	IS5
eco	B2982	IS	ISEScan	IS5
eco	B2983	IS	ISEScan	IS5
eco	B3044	IS	ISEScan	IS3
eco	PL2882	IS	ISEScan	IS3
eco	B3046	IS	ISEScan	IS3
eco	B3045	IS	ISEScan	IS3
eco	PL3045	IS	ISEScan	IS5
eco	B3218	IS	ISEScan	IS5
eco	B3411	IS	ISEScan	ISNCY
eco	B3412	IS	ISEScan	ISNCY
eco	B3444	IS	ISEScan	IS1
eco	PL3255	IS	ISEScan	IS1
eco	B3445	IS	ISEScan	IS1
eco	B3484	IS	ISEScan	ISAS1
eco	B3483	IS	ISEScan	ISAS1
eco	PL3313	IS	ISEScan	IS5
eco	B3505	IS	ISEScan	IS5
eco	B4455	IS	ISEScan	IS3
eco	B3559	IS	ISEScan	IS3
eco	B3557	IS	ISEScan	IS3
eco	B3558	IS	ISEScan	IS3
eco	PS4947	IS	ISEScan	IS21
eco	B3701	IS	ISEScan	IS21
eco	B3702	IS	ISEScan	IS21
eco	B4272	IS	ISEScan	IS3
eco	PL4042	IS	ISEScan	IS3
eco	B4273	IS	ISEScan	IS3
eco	B4270	IS	ISEScan	IS3
eco	B4281	IS	ISEScan	IS3
eco	B4282	IS	ISEScan	IS3
eco	PL4051	IS	ISEScan	IS3
eco	PL4053	IS	ISEScan	IS3
eco	B4284	IS	ISEScan	IS3
eco	PL4053	IS	ISEScan	IS3
eco	PL4054	IS	ISEScan	IS3
eco	B4623	IS	ISEScan	IS3
eco	PL4054	IS	ISEScan	IS3
eco	B4286	IS	ISEScan	IS3
eco	B4623	IS	ISEScan	IS3
eco	B4294	IS	ISEScan	IS1
eco	PL4063	IS	ISEScan	IS1
eco	B4576	IS	ISEScan	IS1
eco	PL4115	IS	ISEScan	ISNCY
eco	B4339	IS	ISEScan	ISNCY
eco	PS5810	IS	ISEScan	ISNCY
eco	B4340	IS	ISEScan	ISNCY
eco	B4362	IS	ISEScan	IS21
eco	B4363	IS	ISEScan	IS21
eco	B4360	IS	ISEScan	IS21
eco	B4361	IS	ISEScan	IS21
eco	ST2648	CRISPR	CRISPRCasFinder	CRISPR-1
eco	ST2234	CRISPR	CRISPRCasFinder	CRISPR-4
eco	ST3187	CRISPR	CRISPRCasFinder	CRISPR-4
eco	ST2372	CRISPR	CRISPRCasFinder	CRISPR-4
eco	ST2965	CRISPR	CRISPRCasFinder	CRISPR-4
eco	B2757	CRISPR	CRISPRCasFinder	Cas
eco	PS3699	CRISPR	CRISPRCasFinder	Cas
eco	B2754	CRISPR	CRISPRCasFinder	Cas
eco	B2758	CRISPR	CRISPRCasFinder	Cas
eco	B2756	CRISPR	CRISPRCasFinder	Cas
eco	B2760	CRISPR	CRISPRCasFinder	Cas
eco	B2755	CRISPR	CRISPRCasFinder	Cas
eco	B2759	CRISPR	CRISPRCasFinder	Cas
eco	B2761	CRISPR	CRISPRCasFinder	Cas
eco	B0135	GI	islandViewer4	Sigi
eco	B0136	GI	islandViewer4	Sigi
eco	B0137	GI	islandViewer4	Sigi
eco	B0138	GI	islandViewer4	Sigi
eco	B0139	GI	islandViewer4	Sigi
eco	B0140	GI	islandViewer4	Sigi
eco	B0135	GI	islandViewer4	islandviewer
eco	B0136	GI	islandViewer4	islandviewer
eco	B0137	GI	islandViewer4	islandviewer
eco	B0138	GI	islandViewer4	islandviewer
